replicate	genotype	treatment	flat	pot	colony
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	7.08030676
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	7.053977821
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	6.355007816
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	7.172077133
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	7.297015869
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	6.462641695
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.891250523
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.929039084
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.312255836
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.521955696
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.682366751
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.247797847
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.736348563
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.79434051
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.406160339
Bac060	dde2/ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.995985874
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	6.891250523
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	6.211585674
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	7.08030676
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	6.628009089
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	7.192280519
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	7.211585674
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.849857838
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.929039084
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.503070352
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.628009089
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.741952441
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	7.150887834
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	7.105130343
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	7.025949097
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.849857838
Bac060	dde2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.995985874
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	6.849857838
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	7.128611439
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	7.105130343
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	7.128611439
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	6.440922445
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	6.429641435
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	7.025949097
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.605732694
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.565861182
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	7.053977821
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	7.192280519
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.96380119
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.849857838
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.642249528
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.418059562
Bac060	ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.752947825
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	6.247797847
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	7.172077133
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	6.752947825
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	6.96380119
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	6.849857838
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	6.849857838
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.929039084
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.406160339
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.675932641
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.613285832
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.763671691
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.849857838
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.929039084
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.694955878
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.891250523
Bac060	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	7.211585674
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc02	6.724919102
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc02	6.891250523
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc04	6.281221602
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc04	6.669401774
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc06	6.429641435
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc06	6.613285832
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc08	6.688706929
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd1	potpLAFRc08	6.62070985
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc10	6.598045865
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc10	5.804100348
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc12	5.326979093
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc12	6.503070352
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc14	5.628009089
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc14	6.23006908
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc16	6.393925883
Bac060	rpm1/rps2	_pLAFR	flatpLAFRd2	potpLAFRc16	6.150887834
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd01	7.649198388
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd01	7.462641695
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd03	6.582251598
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd03	6.521955696
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd05	6.355007816
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd05	6.789377091
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd07	6.521955696
Bac060	npr1	_pLAFR	flatpLAFRd1	potpLAFRd07	7.590220528
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd09	6.849857838
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd09	6.493310515
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd11	6.23006908
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd11	6.297015869
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd13	6.557428014
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd13	5.96380119
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd15	6.605732694
Bac060	npr1	_pLAFR	flatpLAFRd2	potpLAFRd15	6.128611439
Bac042	_Col	_pLAFR	flatBac0421	potBac04201	6.393925883
Bac042	_Col	_pLAFR	flatBac0421	potBac04201	6.053977821
Bac042	_Col	_pLAFR	flatBac0421	potBac04201	6.694955878
Bac042	_Col	_pLAFR	flatBac0421	potBac04202	6.105130343
Bac042	_Col	_pLAFR	flatBac0421	potBac04202	6.326979093
Bac042	_Col	_pLAFR	flatBac0421	potBac04202	5.804100348
Bac042	_Col	_pLAFR	flatBac0421	potBac04203	6.393925883
Bac042	_Col	_pLAFR	flatBac0421	potBac04203	6.264831186
Bac042	_Col	_pLAFR	flatBac0421	potBac04204	6.694955878
Bac042	_Col	_pLAFR	flatBac0421	potBac04204	6.628009089
Bac042	_Col	_pLAFR	flatBac0421	potBac04204	6.393925883
Bac042	_Col	_pLAFR	flatBac0421	potBac04205	6.247797847
Bac042	_Col	_pLAFR	flatBac0421	potBac04205	6.503070352
Bac042	_Col	_pLAFR	flatBac0421	potBac04206	6.73067143
Bac042	_Col	_pLAFR	flatBac0421	potBac04206	6.694955878
Bac042	_Col	_pLAFR	flatBac0421	potBac04206	6.752947825
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04201	6.025949097
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04201	5.752947825
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04201	5.995985874
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04202	6.150887834
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04202	6.150887834
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04202	6.752947825
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04203	6.995985874
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04203	6.849857838
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04204	6.172077133
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04204	6.326979093
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04204	6.929039084
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04205	6.752947825
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04205	6.752947825
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04206	5.929039084
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04206	6.628009089
Bac042	rpm1/rps2	_pLAFR	flatBac0421	potBac04206	5.891250523
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04201	7.192280519
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04201	7.025949097
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04201	6.694955878
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04202	6.752947825
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04202	6.752947825
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04202	6.929039084
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04203	6.96380119
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04203	7.08030676
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04204	7.281221602
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04204	6.995985874
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04204	6.804100348
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04205	7.192280519
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04205	6.891250523
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04206	7.053977821
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04206	7.393925883
Bac042	dde2/ein2/pad4/sid2	_pLAFR	flatBac0421	potBac04206	6.891250523
Bac043	_Col	_pLAFR	flatBac0431	potBac04301	6.192280519
Bac043	_Col	_pLAFR	flatBac0431	potBac04301	6.192280519
Bac043	_Col	_pLAFR	flatBac0431	potBac04301	6.341219532
Bac043	_Col	_pLAFR	flatBac0431	potBac04302	5.96380119
Bac043	_Col	_pLAFR	flatBac0431	potBac04302	6.150887834
Bac043	_Col	_pLAFR	flatBac0431	potBac04302	6.053977821
Bac043	_Col	_pLAFR	flatBac0431	potBac04303	6.128611439
Bac043	_Col	_pLAFR	flatBac0431	potBac04303	6.23006908
Bac043	_Col	_pLAFR	flatBac0431	potBac04304	6.053977821
Bac043	_Col	_pLAFR	flatBac0431	potBac04304	6.192280519
Bac043	_Col	_pLAFR	flatBac0431	potBac04304	6.368371778
Bac043	_Col	_pLAFR	flatBac0431	potBac04305	6.192280519
Bac043	_Col	_pLAFR	flatBac0431	potBac04305	6.192280519
Bac043	_Col	_pLAFR	flatBac0431	potBac04305	6.418059562
Bac043	_Col	_pLAFR	flatBac0431	potBac04306	5.929039084
Bac043	_Col	_pLAFR	flatBac0431	potBac04306	6.503070352
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04301	5.701116187
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04301	6.355007816
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04301	5.565861182
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04302	6.105130343
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04302	6.649198388
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04302	6.451917829
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04303	6.312255836
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04303	6.150887834
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04304	6.418059562
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04304	6.406160339
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04304	6.312255836
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04305	5.891250523
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04305	6.08030676
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04305	5.96380119
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04306	6.105130343
Bac043	rpm1/rps2	_pLAFR	flatBac0431	potBac04306	6.281221602
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04301	7.150887834
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04301	6.96380119
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04301	7.297015869
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04302	7.150887834
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04302	7.150887834
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04302	7.418059562
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04303	7.297015869
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04303	6.656037812
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04304	6.891250523
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04304	7.053977821
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04304	6.451917829
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04305	6.891250523
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04305	6.752947825
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04305	6.628009089
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04306	6.662771195
Bac043	dde2/ein2/pad4/sid2	_pLAFR	flatBac0431	potBac04306	6.694955878
