replicate	genotype	treatment	flat	pot	colony
Bac027	ein2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.406160339
Bac027	ein2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.548827842
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc01	6.613285832
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc01	6.381336755
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc03	6.150887834
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc03	6.406160339
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc05	6.128611439
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc05	7.150887834
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc07	6.406160339
Bac027	pad4	_pLAFR	flatpLAFRc1	potpLAFRc07	6.51261567
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.548827842
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.51261567
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.23006908
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	5.995985874
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.483326294
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.381336755
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.393925883
Bac027	sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.192280519
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc01	7.172077133
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc01	7.053977821
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.752947825
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.96380119
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.929039084
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc05	7.08030676
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.694955878
Bac027	dde2/ein2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.752947825
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc02	6.995985874
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc02	6.368371778
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc04	6.694955878
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc04	6.590220528
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc06	6.642249528
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc06	6.719089558
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc08	6.150887834
Bac027	dde2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc08	6.326979093
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.804100348
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.694955878
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.694955878
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.565861182
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.381336755
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.462641695
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.341219532
Bac027	dde2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.429641435
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc01	6.752947825
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc01	6.849857838
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc03	6.582251598
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc03	6.995985874
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc05	7.192280519
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc05	6.849857838
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc07	7.053977821
Bac027	ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc07	6.548827842
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc02	6.326979093
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc02	6.462641695
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.368371778
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.521955696
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc06	6.297015869
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc06	6.531099076
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.341219532
Bac027	ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.574133708
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc02	6.355007816
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc02	6.891250523
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.393925883
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.694955878
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc06	6.804100348
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc06	6.355007816
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.804100348
Bac027	pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.341219532
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc02	6.297015869
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc02	6.752947825
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc04	6.368371778
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc04	6.418059562
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc06	6.406160339
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc06	6.548827842
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc08	6.08030676
Bac027	dde2/ein2/pad4	_pLAFR	flatpLAFRc1	potpLAFRc08	7.105130343
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc02	7.025949097
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc02	6.312255836
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.451917829
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.025949097
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc06	6.891250523
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc06	5.995985874
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.628009089
Bac027	dde2/ein2/sid2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.574133708
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	7.368371778
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.628009089
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.540053918
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.381336755
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.605732694
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.565861182
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.628009089
Bac027	dde2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.598045865
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.752947825
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.418059562
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.521955696
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.752947825
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.590220528
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.849857838
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.96380119
Bac027	ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.51261567
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	7.406160339
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc01	6.96380119
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	7.192280519
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc03	6.752947825
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	6.804100348
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc05	7.355007816
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	7.51261567
Bac027	dde2/ein2/pad4/sid2	_pLAFR	flatpLAFRc1	potpLAFRc07	6.995985874
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc02	6.368371778
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc02	6.393925883
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.08030676
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc04	6.053977821
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc06	6.264831186
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc06	5.804100348
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc08	5.929039084
Bac027	rpm1/rps2	_pLAFR	flatpLAFRc1	potpLAFRc08	6.105130343
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc02	6.804100348
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc02	6.297015869
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc04	6.493310515
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc04	6.752947825
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc06	6.503070352
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc06	6.172077133
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc08	5.995985874
Bac027	npr1	_pLAFR	flatpLAFRc1	potpLAFRc08	6.694955878
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd02	7.08030676
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd02	7.172077133
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd04	6.51261567
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd04	6.451917829
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd06	6.440922445
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd06	6.628009089
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd08	6.23006908
Bac060	_Col	_pLAFR	flatpLAFRd1	potpLAFRd08	6.23006908
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd10	6.312255836
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd10	6.053977821
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd12	5.929039084
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd12	5.849857838
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd14	6.128611439
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd14	6.192280519
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd16	6.08030676
Bac060	_Col	_pLAFR	flatpLAFRd2	potpLAFRd16	6.150887834
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.531099076
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.694955878
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.531099076
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.297015869
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.264831186
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.128611439
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.211585674
Bac060	dde2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.297015869
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.105130343
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.429641435
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.192280519
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.172077133
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.429641435
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.247797847
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.368371778
Bac060	dde2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.326979093
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.548827842
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.297015869
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.540053918
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.929039084
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.150887834
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.105130343
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.053977821
Bac060	ein2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.105130343
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.128611439
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.172077133
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.211585674
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.053977821
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.172077133
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.503070352
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.368371778
Bac060	ein2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.418059562
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd01	6.590220528
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd01	7.312255836
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd03	6.694955878
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd03	7.312255836
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd05	7.23006908
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd05	6.656037812
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd07	6.264831186
Bac060	pad4	_pLAFR	flatpLAFRd1	potpLAFRd07	6.483326294
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd09	6.565861182
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd09	6.326979093
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd11	6.613285832
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd11	6.440922445
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd13	6.172077133
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd13	6.355007816
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd15	6.540053918
Bac060	pad4	_pLAFR	flatpLAFRd2	potpLAFRd15	6.312255836
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd01	7.150887834
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd01	7.053977821
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.752947825
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd03	7.172077133
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.950228383
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.891250523
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.929039084
Bac060	sid2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.929039084
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd09	5.96380119
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.105130343
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.23006908
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.635187673
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd13	5.929039084
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.128611439
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.192280519
Bac060	sid2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.172077133
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd01	7.503070352
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd01	7.192280519
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.822985692
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.211585674
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.429641435
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd05	5.752947825
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd07	5.694955878
Bac060	dde2/ein2	_pLAFR	flatpLAFRd1	potpLAFRd07	5.929039084
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.192280519
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd09	5.694955878
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.172077133
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd11	5.849857838
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.105130343
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.128611439
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.247797847
Bac060	dde2/ein2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.172077133
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd01	7.105130343
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd01	7.503070352
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd03	7.053977821
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd03	6.929039084
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd05	6.393925883
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd05	6.406160339
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd07	6.483326294
Bac060	dde2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd07	6.341219532
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd09	6.393925883
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd09	6.473107129
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd11	6.297015869
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd11	6.247797847
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd13	6.429641435
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd13	6.281221602
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd15	6.297015869
Bac060	dde2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd15	6.264831186
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.719089558
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.774137124
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.662771195
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.548827842
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.628009089
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.662771195
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.605732694
Bac060	dde2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.521955696
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.440922445
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.503070352
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.493310515
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.613285832
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.462641695
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.574133708
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.642249528
Bac060	dde2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.531099076
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd02	7.297015869
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd02	6.752947825
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd04	7.281221602
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd04	6.804100348
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd06	6.694955878
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd06	6.929039084
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd08	6.763671691
Bac060	ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd08	6.804100348
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd10	6.281221602
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd10	6.211585674
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd12	6.281221602
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd12	6.355007816
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd14	6.642249528
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd14	6.23006908
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd16	6.483326294
Bac060	ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd16	6.368371778
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.804100348
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd01	6.628009089
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd03	6.891250523
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd03	7.025949097
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.804100348
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd05	6.804100348
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.789377091
Bac060	ein2/sid2	_pLAFR	flatpLAFRd1	potpLAFRd07	6.483326294
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.192280519
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd09	6.418059562
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.473107129
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd11	6.557428014
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.341219532
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd13	6.355007816
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.582251598
Bac060	ein2/sid2	_pLAFR	flatpLAFRd2	potpLAFRd15	6.531099076
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	7.211585674
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd02	6.752947825
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	6.752947825
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd04	6.929039084
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	6.736348563
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd06	6.656037812
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.628009089
Bac060	pad4/sid2	_pLAFR	flatpLAFRd1	potpLAFRd08	6.635187673
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.713180698
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd10	6.590220528
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.211585674
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd12	6.701116187
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.211585674
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd14	6.440922445
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.590220528
Bac060	pad4/sid2	_pLAFR	flatpLAFRd2	potpLAFRd16	6.493310515
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd02	7.192280519
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd02	7.247797847
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd04	6.741952441
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd04	6.804100348
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd06	6.779276764
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd06	6.531099076
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd08	6.707190335
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd1	potpLAFRd08	6.929039084
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd10	6.96380119
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd10	6.891250523
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd12	7.025949097
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd12	6.669401774
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd14	6.736348563
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd14	6.503070352
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd16	6.995985874
Bac060	dde2/ein2/pad4	_pLAFR	flatpLAFRd2	potpLAFRd16	6.849857838
