replicate	flat	pot	pipet	genotype	treatment	colony
Bac018	Bac018flat01	Bac018pot002	Bac018pipet014	_Col	_mock	6.281221602
Bac018	Bac018flat01	Bac018pot002	Bac018pipet014	_Col	_mock	6.355007816
Bac018	Bac018flat01	Bac018pot004	Bac018pipet014	_Col	_mock	6.326979093
Bac018	Bac018flat01	Bac018pot004	Bac018pipet014	_Col	_mock	6.211585674
Bac018	Bac018flat02	Bac018pot006	Bac018pipet014	_Col	_mock	6.440922445
Bac018	Bac018flat02	Bac018pot006	Bac018pipet014	_Col	_mock	6.752947825
Bac018	Bac018flat02	Bac018pot008	Bac018pipet028	_Col	_mock	6.62070985
Bac018	Bac018flat02	Bac018pot008	Bac018pipet028	_Col	_mock	6.281221602
Bac018	Bac018flat02	Bac018pot010	Bac018pipet028	_Col	_mock	6.540053918
Bac018	Bac018flat02	Bac018pot010	Bac018pipet028	_Col	_mock	6.368371778
Bac018	Bac018flat02	Bac018pot012	Bac018pipet028	_Col	_mock	6.326979093
Bac018	Bac018flat02	Bac018pot012	Bac018pipet028	_Col	_mock	6.451917829
Bac018	Bac018flat01	Bac018pot002	Bac018pipet010	_Col	flg22	2.150887834
Bac018	Bac018flat01	Bac018pot002	Bac018pipet010	_Col	flg22	2.628009089
Bac018	Bac018flat01	Bac018pot004	Bac018pipet010	_Col	flg22	4.96380119
Bac018	Bac018flat01	Bac018pot004	Bac018pipet010	_Col	flg22	2.326979093
Bac018	Bac018flat02	Bac018pot006	Bac018pipet010	_Col	flg22	2.451917829
Bac018	Bac018flat02	Bac018pot006	Bac018pipet010	_Col	flg22	2.326979093
Bac018	Bac018flat02	Bac018pot008	Bac018pipet024	_Col	flg22	3.451917829
Bac018	Bac018flat02	Bac018pot008	Bac018pipet024	_Col	flg22	2.548827842
Bac018	Bac018flat02	Bac018pot010	Bac018pipet024	_Col	flg22	3.150887834
Bac018	Bac018flat02	Bac018pot010	Bac018pipet024	_Col	flg22	2.326979093
Bac018	Bac018flat02	Bac018pot012	Bac018pipet024	_Col	flg22	2.451917829
Bac018	Bac018flat02	Bac018pot012	Bac018pipet024	_Col	flg22	3.326979093
Bac018	Bac018flat01	Bac018pot001	Bac018pipet002	dde2	_mock	6.531099076
Bac018	Bac018flat01	Bac018pot001	Bac018pipet002	dde2	_mock	5.929039084
Bac018	Bac018flat01	Bac018pot003	Bac018pipet002	dde2	_mock	6.355007816
Bac018	Bac018flat01	Bac018pot003	Bac018pipet002	dde2	_mock	6.23006908
Bac018	Bac018flat02	Bac018pot005	Bac018pipet002	dde2	_mock	5.281221602
Bac018	Bac018flat02	Bac018pot005	Bac018pipet002	dde2	_mock	6.598045865
Bac018	Bac018flat02	Bac018pot007	Bac018pipet016	dde2	_mock	6.406160339
Bac018	Bac018flat02	Bac018pot007	Bac018pipet016	dde2	_mock	6.483326294
Bac018	Bac018flat02	Bac018pot009	Bac018pipet016	dde2	_mock	6.899075861
Bac018	Bac018flat02	Bac018pot009	Bac018pipet016	dde2	_mock	6.694955878
Bac018	Bac018flat02	Bac018pot011	Bac018pipet016	dde2	_mock	6.406160339
Bac018	Bac018flat02	Bac018pot011	Bac018pipet016	dde2	_mock	6.995985874
Bac018	Bac018flat01	Bac018pot001	Bac018pipet004	dde2	flg22	3.281221602
Bac018	Bac018flat01	Bac018pot001	Bac018pipet004	dde2	flg22	1.849857838
Bac018	Bac018flat01	Bac018pot003	Bac018pipet004	dde2	flg22	4.548827842
Bac018	Bac018flat01	Bac018pot003	Bac018pipet004	dde2	flg22	2.451917829
Bac018	Bac018flat02	Bac018pot005	Bac018pipet004	dde2	flg22	3.08030676
Bac018	Bac018flat02	Bac018pot005	Bac018pipet004	dde2	flg22	4.025949097
Bac018	Bac018flat02	Bac018pot007	Bac018pipet018	dde2	flg22	1.849857838
Bac018	Bac018flat02	Bac018pot007	Bac018pipet018	dde2	flg22	2.548827842
Bac018	Bac018flat02	Bac018pot009	Bac018pipet018	dde2	flg22	2.150887834
Bac018	Bac018flat02	Bac018pot009	Bac018pipet018	dde2	flg22	1.849857838
Bac018	Bac018flat02	Bac018pot011	Bac018pipet018	dde2	flg22	3.451917829
Bac018	Bac018flat02	Bac018pot011	Bac018pipet018	dde2	flg22	2.804100348
Bac018	Bac018flat01	Bac018pot002	Bac018pipet013	dde2/ein2/pad4/sid2	_mock	7.025949097
Bac018	Bac018flat01	Bac018pot002	Bac018pipet013	dde2/ein2/pad4/sid2	_mock	7.540053918
Bac018	Bac018flat01	Bac018pot004	Bac018pipet013	dde2/ein2/pad4/sid2	_mock	7.649198388
Bac018	Bac018flat01	Bac018pot004	Bac018pipet013	dde2/ein2/pad4/sid2	_mock	7.150887834
Bac018	Bac018flat02	Bac018pot006	Bac018pipet013	dde2/ein2/pad4/sid2	_mock	7.150887834
Bac018	Bac018flat02	Bac018pot006	Bac018pipet013	dde2/ein2/pad4/sid2	_mock	7.473107129
Bac018	Bac018flat02	Bac018pot008	Bac018pipet027	dde2/ein2/pad4/sid2	_mock	7.741952441
Bac018	Bac018flat02	Bac018pot008	Bac018pipet027	dde2/ein2/pad4/sid2	_mock	7.503070352
Bac018	Bac018flat02	Bac018pot010	Bac018pipet027	dde2/ein2/pad4/sid2	_mock	7.247797847
Bac018	Bac018flat02	Bac018pot010	Bac018pipet027	dde2/ein2/pad4/sid2	_mock	7.393925883
Bac018	Bac018flat02	Bac018pot012	Bac018pipet027	dde2/ein2/pad4/sid2	_mock	7.312255836
Bac018	Bac018flat02	Bac018pot012	Bac018pipet027	dde2/ein2/pad4/sid2	_mock	7.473107129
Bac018	Bac018flat01	Bac018pot001	Bac018pipet007	dde2/ein2/pad4/sid2	flg22	6.675932641
Bac018	Bac018flat01	Bac018pot001	Bac018pipet007	dde2/ein2/pad4/sid2	flg22	6.613285832
Bac018	Bac018flat01	Bac018pot003	Bac018pipet007	dde2/ein2/pad4/sid2	flg22	6.440922445
Bac018	Bac018flat01	Bac018pot003	Bac018pipet007	dde2/ein2/pad4/sid2	flg22	6.669401774
Bac018	Bac018flat02	Bac018pot005	Bac018pipet007	dde2/ein2/pad4/sid2	flg22	6.503070352
Bac018	Bac018flat02	Bac018pot005	Bac018pipet007	dde2/ein2/pad4/sid2	flg22	6.73067143
Bac018	Bac018flat02	Bac018pot007	Bac018pipet021	dde2/ein2/pad4/sid2	flg22	6.440922445
Bac018	Bac018flat02	Bac018pot007	Bac018pipet021	dde2/ein2/pad4/sid2	flg22	6.406160339
Bac018	Bac018flat02	Bac018pot009	Bac018pipet021	dde2/ein2/pad4/sid2	flg22	6.418059562
Bac018	Bac018flat02	Bac018pot009	Bac018pipet021	dde2/ein2/pad4/sid2	flg22	6.440922445
Bac018	Bac018flat02	Bac018pot011	Bac018pipet021	dde2/ein2/pad4/sid2	flg22	6.429641435
Bac018	Bac018flat02	Bac018pot011	Bac018pipet021	dde2/ein2/pad4/sid2	flg22	6.393925883
Bac018	Bac018flat01	Bac018pot001	Bac018pipet001	fls2	_mock	6.281221602
Bac018	Bac018flat01	Bac018pot001	Bac018pipet001	fls2	_mock	6.51261567
Bac018	Bac018flat01	Bac018pot003	Bac018pipet001	fls2	_mock	6.628009089
Bac018	Bac018flat01	Bac018pot003	Bac018pipet001	fls2	_mock	6.531099076
Bac018	Bac018flat02	Bac018pot005	Bac018pipet001	fls2	_mock	6.605732694
Bac018	Bac018flat02	Bac018pot005	Bac018pipet001	fls2	_mock	6.752947825
Bac018	Bac018flat02	Bac018pot007	Bac018pipet015	fls2	_mock	6.381336755
Bac018	Bac018flat02	Bac018pot007	Bac018pipet015	fls2	_mock	6.531099076
Bac018	Bac018flat02	Bac018pot009	Bac018pipet015	fls2	_mock	6.682366751
Bac018	Bac018flat02	Bac018pot009	Bac018pipet015	fls2	_mock	6.297015869
Bac018	Bac018flat02	Bac018pot011	Bac018pipet015	fls2	_mock	6.694955878
Bac018	Bac018flat02	Bac018pot011	Bac018pipet015	fls2	_mock	6.440922445
Bac018	Bac018flat01	Bac018pot001	Bac018pipet008	fls2	flg22	6.605732694
Bac018	Bac018flat01	Bac018pot001	Bac018pipet008	fls2	flg22	6.736348563
Bac018	Bac018flat01	Bac018pot003	Bac018pipet008	fls2	flg22	6.105130343
Bac018	Bac018flat01	Bac018pot003	Bac018pipet008	fls2	flg22	6.08030676
Bac018	Bac018flat02	Bac018pot005	Bac018pipet008	fls2	flg22	5.548827842
Bac018	Bac018flat02	Bac018pot005	Bac018pipet008	fls2	flg22	6.747484929
Bac018	Bac018flat02	Bac018pot007	Bac018pipet022	fls2	flg22	6.598045865
Bac018	Bac018flat02	Bac018pot007	Bac018pipet022	fls2	flg22	6.669401774
Bac018	Bac018flat02	Bac018pot009	Bac018pipet022	fls2	flg22	6.341219532
Bac018	Bac018flat02	Bac018pot009	Bac018pipet022	fls2	flg22	6.675932641
Bac018	Bac018flat02	Bac018pot011	Bac018pipet022	fls2	flg22	6.531099076
Bac018	Bac018flat02	Bac018pot011	Bac018pipet022	fls2	flg22	7.005193876
Bac018	Bac018flat01	Bac018pot001	Bac018pipet003	ein2	_mock	6.628009089
Bac018	Bac018flat01	Bac018pot001	Bac018pipet003	ein2	_mock	6.105130343
Bac018	Bac018flat01	Bac018pot003	Bac018pipet003	ein2	_mock	6.326979093
Bac018	Bac018flat01	Bac018pot003	Bac018pipet003	ein2	_mock	6.418059562
Bac018	Bac018flat02	Bac018pot005	Bac018pipet003	ein2	_mock	6.128611439
Bac018	Bac018flat02	Bac018pot005	Bac018pipet003	ein2	_mock	6.483326294
Bac018	Bac018flat02	Bac018pot007	Bac018pipet017	ein2	_mock	6.548827842
Bac018	Bac018flat02	Bac018pot007	Bac018pipet017	ein2	_mock	5.804100348
Bac018	Bac018flat02	Bac018pot009	Bac018pipet017	ein2	_mock	6.628009089
Bac018	Bac018flat02	Bac018pot009	Bac018pipet017	ein2	_mock	6.211585674
Bac018	Bac018flat02	Bac018pot011	Bac018pipet017	ein2	_mock	5.628009089
Bac018	Bac018flat02	Bac018pot011	Bac018pipet017	ein2	_mock	6.247797847
Bac018	Bac018flat01	Bac018pot002	Bac018pipet011	ein2	flg22	2.548827842
Bac018	Bac018flat01	Bac018pot002	Bac018pipet011	ein2	flg22	3.150887834
Bac018	Bac018flat01	Bac018pot004	Bac018pipet011	ein2	flg22	4.264831186
Bac018	Bac018flat01	Bac018pot004	Bac018pipet011	ein2	flg22	3.493310515
Bac018	Bac018flat02	Bac018pot006	Bac018pipet011	ein2	flg22	3.675932641
Bac018	Bac018flat02	Bac018pot006	Bac018pipet011	ein2	flg22	4.128611439
Bac018	Bac018flat02	Bac018pot008	Bac018pipet025	ein2	flg22	3.929039084
Bac018	Bac018flat02	Bac018pot008	Bac018pipet025	ein2	flg22	2.628009089
Bac018	Bac018flat02	Bac018pot010	Bac018pipet025	ein2	flg22	2.804100348
Bac018	Bac018flat02	Bac018pot010	Bac018pipet025	ein2	flg22	3.804100348
Bac018	Bac018flat02	Bac018pot012	Bac018pipet025	ein2	flg22	3.326979093
Bac018	Bac018flat02	Bac018pot012	Bac018pipet025	ein2	flg22	3.752947825
Bac018	Bac018flat01	Bac018pot002	Bac018pipet012	pad4	_mock	6.312255836
Bac018	Bac018flat01	Bac018pot002	Bac018pipet012	pad4	_mock	6.531099076
Bac018	Bac018flat01	Bac018pot004	Bac018pipet012	pad4	_mock	6.96380119
Bac018	Bac018flat01	Bac018pot004	Bac018pipet012	pad4	_mock	7.192280519
Bac018	Bac018flat02	Bac018pot006	Bac018pipet012	pad4	_mock	6.381336755
Bac018	Bac018flat02	Bac018pot006	Bac018pipet012	pad4	_mock	6.694955878
Bac018	Bac018flat02	Bac018pot008	Bac018pipet026	pad4	_mock	6.312255836
Bac018	Bac018flat02	Bac018pot008	Bac018pipet026	pad4	_mock	6.598045865
Bac018	Bac018flat02	Bac018pot010	Bac018pipet026	pad4	_mock	6.752947825
Bac018	Bac018flat02	Bac018pot010	Bac018pipet026	pad4	_mock	6.96380119
Bac018	Bac018flat02	Bac018pot012	Bac018pipet026	pad4	_mock	6.341219532
Bac018	Bac018flat02	Bac018pot012	Bac018pipet026	pad4	_mock	6.669401774
Bac018	Bac018flat01	Bac018pot001	Bac018pipet006	pad4	flg22	3.341219532
Bac018	Bac018flat01	Bac018pot001	Bac018pipet006	pad4	flg22	4.628009089
Bac018	Bac018flat01	Bac018pot003	Bac018pipet006	pad4	flg22	3.548827842
Bac018	Bac018flat01	Bac018pot003	Bac018pipet006	pad4	flg22	3.628009089
Bac018	Bac018flat02	Bac018pot005	Bac018pipet006	pad4	flg22	3.326979093
Bac018	Bac018flat02	Bac018pot005	Bac018pipet006	pad4	flg22	5.381336755
Bac018	Bac018flat02	Bac018pot007	Bac018pipet020	pad4	flg22	3.995985874
Bac018	Bac018flat02	Bac018pot007	Bac018pipet020	pad4	flg22	4.694955878
Bac018	Bac018flat02	Bac018pot009	Bac018pipet020	pad4	flg22	3.483326294
Bac018	Bac018flat02	Bac018pot009	Bac018pipet020	pad4	flg22	4.025949097
Bac018	Bac018flat02	Bac018pot011	Bac018pipet020	pad4	flg22	4.694955878
Bac018	Bac018flat02	Bac018pot011	Bac018pipet020	pad4	flg22	4.281221602
Bac018	Bac018flat01	Bac018pot001	Bac018pipet005	sid2	_mock	7.053977821
Bac018	Bac018flat01	Bac018pot001	Bac018pipet005	sid2	_mock	7.053977821
Bac018	Bac018flat01	Bac018pot003	Bac018pipet005	sid2	_mock	6.891250523
Bac018	Bac018flat01	Bac018pot003	Bac018pipet005	sid2	_mock	6.804100348
Bac018	Bac018flat02	Bac018pot005	Bac018pipet005	sid2	_mock	6.628009089
Bac018	Bac018flat02	Bac018pot005	Bac018pipet005	sid2	_mock	6.628009089
Bac018	Bac018flat02	Bac018pot007	Bac018pipet019	sid2	_mock	5.849857838
Bac018	Bac018flat02	Bac018pot007	Bac018pipet019	sid2	_mock	6.694955878
Bac018	Bac018flat02	Bac018pot009	Bac018pipet019	sid2	_mock	6.929039084
Bac018	Bac018flat02	Bac018pot009	Bac018pipet019	sid2	_mock	6.849857838
Bac018	Bac018flat02	Bac018pot011	Bac018pipet019	sid2	_mock	6.628009089
Bac018	Bac018flat02	Bac018pot011	Bac018pipet019	sid2	_mock	7.105130343
Bac018	Bac018flat01	Bac018pot002	Bac018pipet009	sid2	flg22	5.128611439
Bac018	Bac018flat01	Bac018pot002	Bac018pipet009	sid2	flg22	3.96380119
Bac018	Bac018flat01	Bac018pot004	Bac018pipet009	sid2	flg22	4.752947825
Bac018	Bac018flat01	Bac018pot004	Bac018pipet009	sid2	flg22	5.053977821
Bac018	Bac018flat02	Bac018pot006	Bac018pipet009	sid2	flg22	4.150887834
Bac018	Bac018flat02	Bac018pot006	Bac018pipet009	sid2	flg22	4.150887834
Bac018	Bac018flat02	Bac018pot008	Bac018pipet023	sid2	flg22	3.451917829
Bac018	Bac018flat02	Bac018pot008	Bac018pipet023	sid2	flg22	4.628009089
Bac018	Bac018flat02	Bac018pot010	Bac018pipet023	sid2	flg22	3.891250523
Bac018	Bac018flat02	Bac018pot010	Bac018pipet023	sid2	flg22	4.548827842
Bac018	Bac018flat02	Bac018pot012	Bac018pipet023	sid2	flg22	4.247797847
Bac018	Bac018flat02	Bac018pot012	Bac018pipet023	sid2	flg22	3.23006908
Bac034	Bac034flat03	Bac034pot013	Bac034pipet032	_Col	_mock	6.96380119
Bac034	Bac034flat03	Bac034pot013	Bac034pipet032	_Col	_mock	6.804100348
Bac034	Bac034flat03	Bac034pot015	Bac034pipet032	_Col	_mock	6.694955878
Bac034	Bac034flat03	Bac034pot015	Bac034pipet032	_Col	_mock	6.62070985
Bac034	Bac034flat03	Bac034pot017	Bac034pipet032	_Col	_mock	6.752947825
Bac034	Bac034flat03	Bac034pot017	Bac034pipet032	_Col	_mock	6.451917829
Bac034	Bac034flat03	Bac034pot019	Bac034pipet046	_Col	_mock	7.025949097
Bac034	Bac034flat03	Bac034pot019	Bac034pipet046	_Col	_mock	6.473107129
Bac034	Bac034flat04	Bac034pot021	Bac034pipet046	_Col	_mock	6.891250523
Bac034	Bac034flat04	Bac034pot021	Bac034pipet046	_Col	_mock	6.736348563
Bac034	Bac034flat04	Bac034pot023	Bac034pipet046	_Col	_mock	6.694955878
Bac034	Bac034flat04	Bac034pot023	Bac034pipet046	_Col	_mock	6.96380119
Bac034	Bac034flat03	Bac034pot013	Bac034pipet035	_Col	flg22	3.172077133
Bac034	Bac034flat03	Bac034pot013	Bac034pipet035	_Col	flg22	2.694955878
Bac034	Bac034flat03	Bac034pot015	Bac034pipet035	_Col	flg22	4.418059562
Bac034	Bac034flat03	Bac034pot015	Bac034pipet035	_Col	flg22	2.548827842
Bac034	Bac034flat03	Bac034pot017	Bac034pipet035	_Col	flg22	4.025949097
Bac034	Bac034flat03	Bac034pot017	Bac034pipet035	_Col	flg22	3.96380119
Bac034	Bac034flat03	Bac034pot019	Bac034pipet049	_Col	flg22	3.540053918
Bac034	Bac034flat03	Bac034pot019	Bac034pipet049	_Col	flg22	3.574133708
Bac034	Bac034flat04	Bac034pot021	Bac034pipet049	_Col	flg22	3.694955878
Bac034	Bac034flat04	Bac034pot021	Bac034pipet049	_Col	flg22	3.08030676
Bac034	Bac034flat04	Bac034pot023	Bac034pipet049	_Col	flg22	3.150887834
Bac034	Bac034flat04	Bac034pot023	Bac034pipet049	_Col	flg22	2.804100348
Bac034	Bac034flat03	Bac034pot014	Bac034pipet040	dde2	_mock	7.025949097
Bac034	Bac034flat03	Bac034pot014	Bac034pipet040	dde2	_mock	6.429641435
Bac034	Bac034flat03	Bac034pot016	Bac034pipet040	dde2	_mock	6.694955878
Bac034	Bac034flat03	Bac034pot016	Bac034pipet040	dde2	_mock	6.326979093
Bac034	Bac034flat03	Bac034pot018	Bac034pipet040	dde2	_mock	6.752947825
Bac034	Bac034flat03	Bac034pot018	Bac034pipet040	dde2	_mock	6.326979093
Bac034	Bac034flat03	Bac034pot020	Bac034pipet054	dde2	_mock	7.211585674
Bac034	Bac034flat03	Bac034pot020	Bac034pipet054	dde2	_mock	7.172077133
Bac034	Bac034flat04	Bac034pot022	Bac034pipet054	dde2	_mock	6.628009089
Bac034	Bac034flat04	Bac034pot022	Bac034pipet054	dde2	_mock	6.929039084
Bac034	Bac034flat04	Bac034pot024	Bac034pipet054	dde2	_mock	6.503070352
Bac034	Bac034flat04	Bac034pot024	Bac034pipet054	dde2	_mock	7.23006908
Bac034	Bac034flat03	Bac034pot014	Bac034pipet036	dde2	flg22	4.150887834
Bac034	Bac034flat03	Bac034pot014	Bac034pipet036	dde2	flg22	5.688706929
Bac034	Bac034flat03	Bac034pot016	Bac034pipet036	dde2	flg22	5.172077133
Bac034	Bac034flat03	Bac034pot016	Bac034pipet036	dde2	flg22	4.406160339
Bac034	Bac034flat03	Bac034pot018	Bac034pipet036	dde2	flg22	5.281221602
Bac034	Bac034flat03	Bac034pot018	Bac034pipet036	dde2	flg22	3.393925883
Bac034	Bac034flat03	Bac034pot020	Bac034pipet050	dde2	flg22	3.150887834
Bac034	Bac034flat03	Bac034pot020	Bac034pipet050	dde2	flg22	4.326979093
Bac034	Bac034flat04	Bac034pot022	Bac034pipet050	dde2	flg22	3.929039084
Bac034	Bac034flat04	Bac034pot022	Bac034pipet050	dde2	flg22	4.675932641
Bac034	Bac034flat04	Bac034pot024	Bac034pipet050	dde2	flg22	3.150887834
Bac034	Bac034flat04	Bac034pot024	Bac034pipet050	dde2	flg22	2.929039084
Bac034	Bac034flat03	Bac034pot013	Bac034pipet031	dde2/ein2/pad4/sid2	_mock	7.574133708
Bac034	Bac034flat03	Bac034pot013	Bac034pipet031	dde2/ein2/pad4/sid2	_mock	7.590220528
Bac034	Bac034flat03	Bac034pot015	Bac034pipet031	dde2/ein2/pad4/sid2	_mock	7.429641435
Bac034	Bac034flat03	Bac034pot015	Bac034pipet031	dde2/ein2/pad4/sid2	_mock	7.297015869
Bac034	Bac034flat03	Bac034pot017	Bac034pipet031	dde2/ein2/pad4/sid2	_mock	7.462641695
Bac034	Bac034flat03	Bac034pot017	Bac034pipet031	dde2/ein2/pad4/sid2	_mock	7.211585674
Bac034	Bac034flat03	Bac034pot019	Bac034pipet045	dde2/ein2/pad4/sid2	_mock	7.707190335
Bac034	Bac034flat03	Bac034pot019	Bac034pipet045	dde2/ein2/pad4/sid2	_mock	7.393925883
Bac034	Bac034flat04	Bac034pot021	Bac034pipet045	dde2/ein2/pad4/sid2	_mock	7.531099076
Bac034	Bac034flat04	Bac034pot021	Bac034pipet045	dde2/ein2/pad4/sid2	_mock	7.656037812
Bac034	Bac034flat04	Bac034pot023	Bac034pipet045	dde2/ein2/pad4/sid2	_mock	7.875163703
Bac034	Bac034flat04	Bac034pot023	Bac034pipet045	dde2/ein2/pad4/sid2	_mock	7.503070352
Bac034	Bac034flat03	Bac034pot014	Bac034pipet042	dde2/ein2/pad4/sid2	flg22	6.662771195
Bac034	Bac034flat03	Bac034pot014	Bac034pipet042	dde2/ein2/pad4/sid2	flg22	6.406160339
Bac034	Bac034flat03	Bac034pot016	Bac034pipet042	dde2/ein2/pad4/sid2	flg22	6.675932641
Bac034	Bac034flat03	Bac034pot016	Bac034pipet042	dde2/ein2/pad4/sid2	flg22	6.451917829
Bac034	Bac034flat03	Bac034pot018	Bac034pipet042	dde2/ein2/pad4/sid2	flg22	5.96380119
Bac034	Bac034flat03	Bac034pot018	Bac034pipet042	dde2/ein2/pad4/sid2	flg22	6.281221602
Bac034	Bac034flat03	Bac034pot020	Bac034pipet056	dde2/ein2/pad4/sid2	flg22	6.548827842
Bac034	Bac034flat03	Bac034pot020	Bac034pipet056	dde2/ein2/pad4/sid2	flg22	5.891250523
Bac034	Bac034flat04	Bac034pot022	Bac034pipet056	dde2/ein2/pad4/sid2	flg22	6.326979093
Bac034	Bac034flat04	Bac034pot022	Bac034pipet056	dde2/ein2/pad4/sid2	flg22	6.23006908
Bac034	Bac034flat04	Bac034pot024	Bac034pipet056	dde2/ein2/pad4/sid2	flg22	6.23006908
Bac034	Bac034flat04	Bac034pot024	Bac034pipet056	dde2/ein2/pad4/sid2	flg22	6.128611439
Bac034	Bac034flat03	Bac034pot014	Bac034pipet039	fls2	_mock	7.211585674
Bac034	Bac034flat03	Bac034pot014	Bac034pipet039	fls2	_mock	6.341219532
Bac034	Bac034flat03	Bac034pot016	Bac034pipet039	fls2	_mock	6.628009089
Bac034	Bac034flat03	Bac034pot016	Bac034pipet039	fls2	_mock	6.582251598
Bac034	Bac034flat03	Bac034pot018	Bac034pipet039	fls2	_mock	6.752947825
Bac034	Bac034flat03	Bac034pot018	Bac034pipet039	fls2	_mock	6.565861182
Bac034	Bac034flat03	Bac034pot020	Bac034pipet053	fls2	_mock	6.929039084
Bac034	Bac034flat03	Bac034pot020	Bac034pipet053	fls2	_mock	6.849857838
Bac034	Bac034flat04	Bac034pot022	Bac034pipet053	fls2	_mock	6.96380119
Bac034	Bac034flat04	Bac034pot022	Bac034pipet053	fls2	_mock	6.995985874
Bac034	Bac034flat04	Bac034pot024	Bac034pipet053	fls2	_mock	7.150887834
Bac034	Bac034flat04	Bac034pot024	Bac034pipet053	fls2	_mock	7.053977821
Bac034	Bac034flat03	Bac034pot013	Bac034pipet030	fls2	flg22	7.040189536
Bac034	Bac034flat03	Bac034pot013	Bac034pipet030	fls2	flg22	7.219073696
Bac034	Bac034flat03	Bac034pot015	Bac034pipet030	fls2	flg22	7.005193876
Bac034	Bac034flat03	Bac034pot015	Bac034pipet030	fls2	flg22	7.040189536
Bac034	Bac034flat03	Bac034pot017	Bac034pipet030	fls2	flg22	6.758342857
Bac034	Bac034flat03	Bac034pot017	Bac034pipet030	fls2	flg22	6.590220528
Bac034	Bac034flat03	Bac034pot019	Bac034pipet044	fls2	flg22	6.540053918
Bac034	Bac034flat03	Bac034pot019	Bac034pipet044	fls2	flg22	6.832129071
Bac034	Bac034flat04	Bac034pot021	Bac034pipet044	fls2	flg22	6.758342857
Bac034	Bac034flat04	Bac034pot021	Bac034pipet044	fls2	flg22	7.01122584
Bac034	Bac034flat04	Bac034pot023	Bac034pipet044	fls2	flg22	6.914315827
Bac034	Bac034flat04	Bac034pot023	Bac034pipet044	fls2	flg22	7.056683714
Bac034	Bac034flat03	Bac034pot013	Bac034pipet029	ein2	_mock	7.483326294
Bac034	Bac034flat03	Bac034pot013	Bac034pipet029	ein2	_mock	6.719089558
Bac034	Bac034flat03	Bac034pot015	Bac034pipet029	ein2	_mock	6.675932641
Bac034	Bac034flat03	Bac034pot015	Bac034pipet029	ein2	_mock	7.368371778
Bac034	Bac034flat03	Bac034pot017	Bac034pipet029	ein2	_mock	6.440922445
Bac034	Bac034flat03	Bac034pot017	Bac034pipet029	ein2	_mock	6.503070352
Bac034	Bac034flat03	Bac034pot019	Bac034pipet043	ein2	_mock	6.804100348
Bac034	Bac034flat03	Bac034pot019	Bac034pipet043	ein2	_mock	6.804100348
Bac034	Bac034flat04	Bac034pot021	Bac034pipet043	ein2	_mock	6.752947825
Bac034	Bac034flat04	Bac034pot021	Bac034pipet043	ein2	_mock	6.713180698
Bac034	Bac034flat04	Bac034pot023	Bac034pipet043	ein2	_mock	6.849857838
Bac034	Bac034flat04	Bac034pot023	Bac034pipet043	ein2	_mock	6.694955878
Bac034	Bac034flat03	Bac034pot014	Bac034pipet037	ein2	flg22	3.752947825
Bac034	Bac034flat03	Bac034pot014	Bac034pipet037	ein2	flg22	4.368371778
Bac034	Bac034flat03	Bac034pot016	Bac034pipet037	ein2	flg22	4.662771195
Bac034	Bac034flat03	Bac034pot016	Bac034pipet037	ein2	flg22	4.813645665
Bac034	Bac034flat03	Bac034pot018	Bac034pipet037	ein2	flg22	2.451917829
Bac034	Bac034flat03	Bac034pot018	Bac034pipet037	ein2	flg22	4.758342857
Bac034	Bac034flat03	Bac034pot020	Bac034pipet051	ein2	flg22	4.574133708
Bac034	Bac034flat03	Bac034pot020	Bac034pipet051	ein2	flg22	3.521955696
Bac034	Bac034flat04	Bac034pot022	Bac034pipet051	ein2	flg22	4.605732694
Bac034	Bac034flat04	Bac034pot022	Bac034pipet051	ein2	flg22	3.694955878
Bac034	Bac034flat04	Bac034pot024	Bac034pipet051	ein2	flg22	5.192280519
Bac034	Bac034flat04	Bac034pot024	Bac034pipet051	ein2	flg22	4.172077133
Bac034	Bac034flat03	Bac034pot014	Bac034pipet041	pad4	_mock	6.565861182
Bac034	Bac034flat03	Bac034pot014	Bac034pipet041	pad4	_mock	7.150887834
Bac034	Bac034flat03	Bac034pot016	Bac034pipet041	pad4	_mock	6.381336755
Bac034	Bac034flat03	Bac034pot016	Bac034pipet041	pad4	_mock	7.08030676
Bac034	Bac034flat03	Bac034pot018	Bac034pipet041	pad4	_mock	7.172077133
Bac034	Bac034flat03	Bac034pot018	Bac034pipet041	pad4	_mock	6.574133708
Bac034	Bac034flat03	Bac034pot020	Bac034pipet055	pad4	_mock	7.355007816
Bac034	Bac034flat03	Bac034pot020	Bac034pipet055	pad4	_mock	6.493310515
Bac034	Bac034flat04	Bac034pot022	Bac034pipet055	pad4	_mock	6.613285832
Bac034	Bac034flat04	Bac034pot022	Bac034pipet055	pad4	_mock	6.891250523
Bac034	Bac034flat04	Bac034pot024	Bac034pipet055	pad4	_mock	6.694955878
Bac034	Bac034flat04	Bac034pot024	Bac034pipet055	pad4	_mock	6.891250523
Bac034	Bac034flat03	Bac034pot014	Bac034pipet038	pad4	flg22	3.804100348
Bac034	Bac034flat03	Bac034pot014	Bac034pipet038	pad4	flg22	4.849857838
Bac034	Bac034flat03	Bac034pot016	Bac034pipet038	pad4	flg22	5.741952441
Bac034	Bac034flat03	Bac034pot016	Bac034pipet038	pad4	flg22	4.675932641
