replicate	flat	pot	genotype	treatment	colony
Bac040	flat05	line018	dde2/ein2/sid2	elf18	5.662771195
Bac040	flat05	line018	dde2/ein2/sid2	elf18	5.891250523
Bac040	flat05	line020	dde2/ein2/sid2	elf18	6.341219532
Bac040	flat05	line020	dde2/ein2/sid2	elf18	6.23006908
Bac040	flat06	line022	dde2/ein2/sid2	elf18	6.150887834
Bac040	flat06	line022	dde2/ein2/sid2	elf18	6.053977821
Bac040	flat06	line024	dde2/ein2/sid2	elf18	5.995985874
Bac040	flat06	line024	dde2/ein2/sid2	elf18	5.590220528
Bac040	flat05	line018	dde2/pad4/sid2	elf18	6.628009089
Bac040	flat05	line018	dde2/pad4/sid2	elf18	6.341219532
Bac040	flat05	line020	dde2/pad4/sid2	elf18	6.192280519
Bac040	flat05	line020	dde2/pad4/sid2	elf18	6.341219532
Bac040	flat06	line022	dde2/pad4/sid2	elf18	6.462641695
Bac040	flat06	line022	dde2/pad4/sid2	elf18	6.297015869
Bac040	flat06	line024	dde2/pad4/sid2	elf18	6.128611439
Bac040	flat06	line024	dde2/pad4/sid2	elf18	6.150887834
Bac040	flat05	line018	ein2/pad4/sid2	elf18	6.590220528
Bac040	flat05	line018	ein2/pad4/sid2	elf18	6.312255836
Bac040	flat05	line020	ein2/pad4/sid2	elf18	6.440922445
Bac040	flat05	line020	ein2/pad4/sid2	elf18	6.150887834
Bac040	flat06	line022	ein2/pad4/sid2	elf18	6.393925883
Bac040	flat06	line022	ein2/pad4/sid2	elf18	5.96380119
Bac040	flat06	line024	ein2/pad4/sid2	elf18	6.406160339
Bac040	flat06	line024	ein2/pad4/sid2	elf18	6.768935931
Bac040	flat05	line018	dde2/ein2/pad4/sid2	elf18	7.128611439
Bac040	flat05	line018	dde2/ein2/pad4/sid2	elf18	6.531099076
Bac040	flat05	line020	dde2/ein2/pad4/sid2	elf18	6.281221602
Bac040	flat05	line020	dde2/ein2/pad4/sid2	elf18	6.381336755
Bac040	flat06	line022	dde2/ein2/pad4/sid2	elf18	6.887284336
Bac040	flat06	line022	dde2/ein2/pad4/sid2	elf18	6.688706929
Bac040	flat06	line024	dde2/ein2/pad4/sid2	elf18	7.08030676
Bac040	flat06	line024	dde2/ein2/pad4/sid2	elf18	7.023044107
Bac040	flat05	line018	fls2	elf18	5.849857838
Bac040	flat05	line018	fls2	elf18	6.105130343
Bac040	flat05	line020	fls2	elf18	5.724919102
Bac040	flat05	line020	fls2	elf18	6.128611439
Bac040	flat06	line022	fls2	elf18	6.247797847
Bac040	flat06	line022	fls2	elf18	5.995985874
Bac040	flat06	line024	fls2	elf18	5.662771195
Bac040	flat06	line024	fls2	elf18	5.574133708
Bac040	flat05	line018	efr	elf18	6.849857838
Bac040	flat05	line018	efr	elf18	6.025949097
Bac040	flat05	line020	efr	elf18	6.929039084
Bac040	flat05	line020	efr	elf18	6.694955878
Bac040	flat06	line022	efr	elf18	7.025949097
Bac040	flat06	line022	efr	elf18	6.813645665
Bac040	flat06	line024	efr	elf18	6.656037812
Bac040	flat06	line024	efr	elf18	6.368371778
Bac058	flat07	line026	_Col	_mock	6.462641695
Bac058	flat07	line026	_Col	_mock	6.418059562
Bac058	flat07	line028	_Col	_mock	6.85845801
Bac058	flat07	line028	_Col	_mock	6.736348563
Bac058	flat08	line030	_Col	_mock	6.418059562
Bac058	flat08	line030	_Col	_mock	6.724919102
Bac058	flat08	line032	_Col	_mock	5.473107129
Bac058	flat08	line032	_Col	_mock	5.713180698
Bac058	flat07	line026	dde2	_mock	6.779276764
Bac058	flat07	line026	dde2	_mock	5.995985874
Bac058	flat07	line028	dde2	_mock	6.326979093
Bac058	flat07	line028	dde2	_mock	6.23006908
Bac058	flat08	line030	dde2	_mock	6.429641435
Bac058	flat08	line030	dde2	_mock	6.297015869
Bac058	flat08	line032	dde2	_mock	6.211585674
Bac058	flat08	line032	dde2	_mock	6.355007816
Bac058	flat07	line026	ein2	_mock	6.752947825
Bac058	flat07	line026	ein2	_mock	6.540053918
Bac058	flat07	line028	ein2	_mock	6.429641435
Bac058	flat07	line028	ein2	_mock	6.675932641
Bac058	flat08	line030	ein2	_mock	6.23006908
Bac058	flat08	line030	ein2	_mock	5.752947825
Bac058	flat08	line032	ein2	_mock	6.128611439
Bac058	flat08	line032	ein2	_mock	5.849857838
Bac058	flat07	line026	pad4	_mock	6.341219532
Bac058	flat07	line026	pad4	_mock	6.312255836
Bac058	flat07	line028	pad4	_mock	7.23006908
Bac058	flat07	line028	pad4	_mock	6.628009089
Bac058	flat08	line030	pad4	_mock	6.440922445
Bac058	flat08	line030	pad4	_mock	6.355007816
Bac058	flat08	line032	pad4	_mock	6.211585674
Bac058	flat08	line032	pad4	_mock	6.462641695
Bac058	flat07	line026	sid2	_mock	7.128611439
Bac058	flat07	line026	sid2	_mock	6.804100348
Bac058	flat07	line028	sid2	_mock	7.128611439
Bac058	flat07	line028	sid2	_mock	6.211585674
Bac058	flat08	line030	sid2	_mock	6.08030676
Bac058	flat08	line030	sid2	_mock	6.642249528
Bac058	flat08	line032	sid2	_mock	6.429641435
Bac058	flat08	line032	sid2	_mock	6.172077133
Bac058	flat07	line026	dde2/ein2	_mock	7.521955696
Bac058	flat07	line026	dde2/ein2	_mock	6.854179212
Bac058	flat07	line028	dde2/ein2	_mock	6.51261567
Bac058	flat07	line028	dde2/ein2	_mock	6.768935931
Bac058	flat08	line030	dde2/ein2	_mock	6.172077133
Bac058	flat08	line030	dde2/ein2	_mock	6.628009089
Bac058	flat08	line032	dde2/ein2	_mock	6.355007816
Bac058	flat08	line032	dde2/ein2	_mock	6.675932641
Bac058	flat07	line026	dde2/pad4	_mock	7.854179212
Bac058	flat07	line026	dde2/pad4	_mock	6.51261567
Bac058	flat07	line028	dde2/pad4	_mock	6.462641695
Bac058	flat07	line028	dde2/pad4	_mock	6.605732694
Bac058	flat08	line030	dde2/pad4	_mock	6.326979093
Bac058	flat08	line030	dde2/pad4	_mock	6.393925883
Bac058	flat08	line032	dde2/pad4	_mock	7.150887834
Bac058	flat08	line032	dde2/pad4	_mock	6.172077133
Bac058	flat07	line026	dde2/sid2	_mock	6.08030676
Bac058	flat07	line026	dde2/sid2	_mock	6.247797847
Bac058	flat07	line028	dde2/sid2	_mock	6.406160339
Bac058	flat07	line028	dde2/sid2	_mock	7.067341782
Bac058	flat08	line030	dde2/sid2	_mock	7.08030676
Bac058	flat08	line030	dde2/sid2	_mock	6.694955878
Bac058	flat08	line032	dde2/sid2	_mock	6.473107129
Bac058	flat08	line032	dde2/sid2	_mock	6.355007816
Bac058	flat07	line026	ein2/pad4	_mock	6.531099076
Bac058	flat07	line026	ein2/pad4	_mock	6.736348563
Bac058	flat07	line028	ein2/pad4	_mock	6.613285832
Bac058	flat07	line028	ein2/pad4	_mock	6.784356289
Bac058	flat08	line030	ein2/pad4	_mock	6.79434051
Bac058	flat08	line030	ein2/pad4	_mock	6.779276764
Bac058	flat08	line032	ein2/pad4	_mock	6.929039084
Bac058	flat08	line032	ein2/pad4	_mock	7.247797847
Bac058	flat07	line026	ein2/sid2	_mock	6.789377091
Bac058	flat07	line026	ein2/sid2	_mock	7.264831186
Bac058	flat07	line028	ein2/sid2	_mock	6.707190335
Bac058	flat07	line028	ein2/sid2	_mock	6.635187673
Bac058	flat08	line030	ein2/sid2	_mock	6.694955878
Bac058	flat08	line030	ein2/sid2	_mock	6.701116187
Bac058	flat08	line032	ein2/sid2	_mock	6.548827842
Bac058	flat08	line032	ein2/sid2	_mock	6.642249528
Bac058	flat07	line026	pad4/sid2	_mock	6.96380119
Bac058	flat07	line026	pad4/sid2	_mock	6.656037812
Bac058	flat07	line028	pad4/sid2	_mock	6.531099076
Bac058	flat07	line028	pad4/sid2	_mock	6.85845801
Bac058	flat08	line030	pad4/sid2	_mock	6.804100348
Bac058	flat08	line030	pad4/sid2	_mock	6.752947825
Bac058	flat08	line032	pad4/sid2	_mock	6.355007816
Bac058	flat08	line032	pad4/sid2	_mock	6.150887834
Bac058	flat07	line026	dde2/ein2/pad4	_mock	6.929039084
Bac058	flat07	line026	dde2/ein2/pad4	_mock	7.341219532
Bac058	flat07	line028	dde2/ein2/pad4	_mock	7.326979093
Bac058	flat07	line028	dde2/ein2/pad4	_mock	6.582251598
Bac058	flat08	line030	dde2/ein2/pad4	_mock	6.105130343
Bac058	flat08	line030	dde2/ein2/pad4	_mock	7.105130343
Bac058	flat08	line032	dde2/ein2/pad4	_mock	6.192280519
Bac058	flat08	line032	dde2/ein2/pad4	_mock	6.150887834
Bac058	flat07	line026	dde2/ein2/sid2	_mock	7.105130343
Bac058	flat07	line026	dde2/ein2/sid2	_mock	7.192280519
Bac058	flat07	line028	dde2/ein2/sid2	_mock	6.297015869
Bac058	flat07	line028	dde2/ein2/sid2	_mock	6.08030676
Bac058	flat08	line030	dde2/ein2/sid2	_mock	6.247797847
Bac058	flat08	line030	dde2/ein2/sid2	_mock	6.355007816
Bac058	flat08	line032	dde2/ein2/sid2	_mock	6.96380119
Bac058	flat08	line032	dde2/ein2/sid2	_mock	7.211585674
Bac058	flat07	line026	dde2/pad4/sid2	_mock	6.406160339
Bac058	flat07	line026	dde2/pad4/sid2	_mock	6.862695063
Bac058	flat07	line028	dde2/pad4/sid2	_mock	6.150887834
Bac058	flat07	line028	dde2/pad4/sid2	_mock	7.540053918
Bac058	flat08	line030	dde2/pad4/sid2	_mock	6.682366751
Bac058	flat08	line030	dde2/pad4/sid2	_mock	6.613285832
Bac058	flat08	line032	dde2/pad4/sid2	_mock	6.891250523
Bac058	flat08	line032	dde2/pad4/sid2	_mock	7.105130343
Bac058	flat07	line026	ein2/pad4/sid2	_mock	7.312255836
Bac058	flat07	line026	ein2/pad4/sid2	_mock	6.473107129
Bac058	flat07	line028	ein2/pad4/sid2	_mock	7.08030676
Bac058	flat07	line028	ein2/pad4/sid2	_mock	6.950228383
Bac058	flat08	line030	ein2/pad4/sid2	_mock	7.192280519
Bac058	flat08	line030	ein2/pad4/sid2	_mock	7.105130343
Bac058	flat08	line032	ein2/pad4/sid2	_mock	6.503070352
Bac058	flat08	line032	ein2/pad4/sid2	_mock	6.451917829
Bac058	flat07	line026	dde2/ein2/pad4/sid2	_mock	6.784356289
Bac058	flat07	line026	dde2/ein2/pad4/sid2	_mock	7.281221602
Bac058	flat07	line028	dde2/ein2/pad4/sid2	_mock	6.548827842
Bac058	flat07	line028	dde2/ein2/pad4/sid2	_mock	6.914315827
Bac058	flat08	line030	dde2/ein2/pad4/sid2	_mock	6.929039084
Bac058	flat08	line030	dde2/ein2/pad4/sid2	_mock	6.682366751
Bac058	flat08	line032	dde2/ein2/pad4/sid2	_mock	6.887284336
Bac058	flat08	line032	dde2/ein2/pad4/sid2	_mock	6.590220528
Bac058	flat07	line026	fls2	_mock	6.929039084
Bac058	flat07	line026	fls2	_mock	6.752947825
Bac058	flat07	line028	fls2	_mock	6.804100348
Bac058	flat07	line028	fls2	_mock	6.211585674
Bac058	flat08	line030	fls2	_mock	6.418059562
Bac058	flat08	line030	fls2	_mock	6.247797847
Bac058	flat08	line032	fls2	_mock	6.105130343
Bac058	flat08	line032	fls2	_mock	6.128611439
Bac058	flat07	line026	efr	_mock	6.429641435
Bac058	flat07	line026	efr	_mock	6.635187673
Bac058	flat07	line028	efr	_mock	6.590220528
Bac058	flat07	line028	efr	_mock	6.406160339
Bac058	flat08	line030	efr	_mock	6.128611439
Bac058	flat08	line030	efr	_mock	6.662771195
Bac058	flat08	line032	efr	_mock	5.96380119
Bac058	flat08	line032	efr	_mock	6.08030676
Bac058	flat07	line025	_Col	elf18	5.849857838
Bac058	flat07	line025	_Col	elf18	5.995985874
Bac058	flat07	line027	_Col	elf18	5.406160339
Bac058	flat07	line027	_Col	elf18	5.150887834
Bac058	flat08	line029	_Col	elf18	5.483326294
Bac058	flat08	line029	_Col	elf18	5.247797847
Bac058	flat08	line031	_Col	elf18	5.473107129
Bac058	flat08	line031	_Col	elf18	5.264831186
Bac058	flat07	line025	dde2	elf18	5.053977821
Bac058	flat07	line025	dde2	elf18	5.105130343
Bac058	flat07	line027	dde2	elf18	5.128611439
Bac058	flat07	line027	dde2	elf18	4.635187673
Bac058	flat08	line029	dde2	elf18	4.51261567
Bac058	flat08	line029	dde2	elf18	4.752947825
Bac058	flat08	line031	dde2	elf18	3.995985874
Bac058	flat08	line031	dde2	elf18	4.172077133
Bac058	flat07	line025	ein2	elf18	5.264831186
Bac058	flat07	line025	ein2	elf18	3.891250523
Bac058	flat07	line027	ein2	elf18	4.891250523
Bac058	flat07	line027	ein2	elf18	5.862695063
Bac058	flat08	line029	ein2	elf18	6.172077133
Bac058	flat08	line029	ein2	elf18	6.025949097
Bac058	flat08	line031	ein2	elf18	5.521955696
Bac058	flat08	line031	ein2	elf18	5.51261567
Bac058	flat07	line025	pad4	elf18	5.929039084
Bac058	flat07	line025	pad4	elf18	5.96380119
Bac058	flat07	line027	pad4	elf18	5.96380119
Bac058	flat07	line027	pad4	elf18	6.211585674
Bac058	flat08	line029	pad4	elf18	5.701116187
Bac058	flat08	line029	pad4	elf18	6.406160339
Bac058	flat08	line031	pad4	elf18	6.053977821
Bac058	flat08	line031	pad4	elf18	6.08030676
Bac058	flat07	line025	sid2	elf18	5.79434051
Bac058	flat07	line025	sid2	elf18	5.172077133
Bac058	flat07	line027	sid2	elf18	5.675932641
Bac058	flat07	line027	sid2	elf18	6.341219532
Bac058	flat08	line029	sid2	elf18	6.172077133
Bac058	flat08	line029	sid2	elf18	5.85845801
Bac058	flat08	line031	sid2	elf18	4.929039084
Bac058	flat08	line031	sid2	elf18	5.701116187
Bac058	flat07	line025	dde2/ein2	elf18	5.832129071
Bac058	flat07	line025	dde2/ein2	elf18	5.025949097
Bac058	flat07	line027	dde2/ein2	elf18	5.053977821
Bac058	flat07	line027	dde2/ein2	elf18	5.406160339
Bac058	flat08	line029	dde2/ein2	elf18	5.483326294
Bac058	flat08	line029	dde2/ein2	elf18	5.341219532
Bac058	flat08	line031	dde2/ein2	elf18	5.440922445
Bac058	flat08	line031	dde2/ein2	elf18	4.995985874
Bac058	flat07	line025	dde2/pad4	elf18	5.694955878
Bac058	flat07	line025	dde2/pad4	elf18	5.701116187
Bac058	flat07	line027	dde2/pad4	elf18	5.752947825
Bac058	flat07	line027	dde2/pad4	elf18	6.281221602
Bac058	flat08	line029	dde2/pad4	elf18	5.613285832
Bac058	flat08	line029	dde2/pad4	elf18	6.08030676
Bac058	flat08	line031	dde2/pad4	elf18	5.96380119
Bac058	flat08	line031	dde2/pad4	elf18	6.192280519
Bac058	flat07	line025	dde2/sid2	elf18	5.96380119
Bac058	flat07	line025	dde2/sid2	elf18	5.929039084
Bac058	flat07	line027	dde2/sid2	elf18	5.804100348
Bac058	flat07	line027	dde2/sid2	elf18	5.96380119
Bac058	flat08	line029	dde2/sid2	elf18	5.752947825
Bac058	flat08	line029	dde2/sid2	elf18	5.649198388
Bac058	flat08	line031	dde2/sid2	elf18	5.752947825
Bac058	flat08	line031	dde2/sid2	elf18	5.521955696
Bac058	flat07	line025	ein2/pad4	elf18	5.752947825
Bac058	flat07	line025	ein2/pad4	elf18	5.688706929
Bac058	flat07	line027	ein2/pad4	elf18	5.605732694
Bac058	flat07	line027	ein2/pad4	elf18	6.565861182
Bac058	flat08	line029	ein2/pad4	elf18	6.758342857
Bac058	flat08	line029	ein2/pad4	elf18	5.804100348
Bac058	flat08	line031	ein2/pad4	elf18	6.418059562
Bac058	flat08	line031	ein2/pad4	elf18	6.172077133
Bac058	flat07	line025	ein2/sid2	elf18	5.642249528
Bac058	flat07	line025	ein2/sid2	elf18	6.105130343
Bac058	flat07	line027	ein2/sid2	elf18	5.747484929
Bac058	flat07	line027	ein2/sid2	elf18	5.929039084
Bac058	flat08	line029	ein2/sid2	elf18	5.804100348
Bac058	flat08	line029	ein2/sid2	elf18	5.891250523
Bac058	flat08	line031	ein2/sid2	elf18	6.312255836
Bac058	flat08	line031	ein2/sid2	elf18	5.96380119
Bac058	flat07	line025	pad4/sid2	elf18	6.429641435
Bac058	flat07	line025	pad4/sid2	elf18	6.025949097
Bac058	flat07	line027	pad4/sid2	elf18	5.995985874
Bac058	flat07	line027	pad4/sid2	elf18	5.429641435
Bac058	flat08	line029	pad4/sid2	elf18	5.713180698
Bac058	flat08	line029	pad4/sid2	elf18	5.73067143
Bac058	flat08	line031	pad4/sid2	elf18	6.613285832
Bac058	flat08	line031	pad4/sid2	elf18	5.540053918
Bac058	flat07	line025	dde2/ein2/pad4	elf18	5.635187673
Bac058	flat07	line025	dde2/ein2/pad4	elf18	5.662771195
Bac058	flat07	line027	dde2/ein2/pad4	elf18	5.483326294
Bac058	flat07	line027	dde2/ein2/pad4	elf18	5.891250523
Bac058	flat08	line029	dde2/ein2/pad4	elf18	5.804100348
Bac058	flat08	line029	dde2/ein2/pad4	elf18	5.613285832
Bac058	flat08	line031	dde2/ein2/pad4	elf18	6.264831186
Bac058	flat08	line031	dde2/ein2/pad4	elf18	5.247797847
Bac058	flat07	line025	dde2/ein2/sid2	elf18	6.017175173
Bac058	flat07	line025	dde2/ein2/sid2	elf18	5.818340787
Bac058	flat07	line027	dde2/ein2/sid2	elf18	6.418059562
Bac058	flat07	line027	dde2/ein2/sid2	elf18	5.326979093
Bac058	flat08	line029	dde2/ein2/sid2	elf18	5.150887834
Bac058	flat08	line029	dde2/ein2/sid2	elf18	6.247797847
Bac058	flat08	line031	dde2/ein2/sid2	elf18	5.827581443
Bac058	flat08	line031	dde2/ein2/sid2	elf18	6.281221602
Bac058	flat07	line025	dde2/pad4/sid2	elf18	5.451917829
Bac058	flat07	line025	dde2/pad4/sid2	elf18	5.128611439
Bac058	flat07	line027	dde2/pad4/sid2	elf18	5.548827842
Bac058	flat07	line027	dde2/pad4/sid2	elf18	5.192280519
Bac058	flat08	line029	dde2/pad4/sid2	elf18	5.628009089
Bac058	flat08	line029	dde2/pad4/sid2	elf18	5.393925883
Bac058	flat08	line031	dde2/pad4/sid2	elf18	5.368371778
Bac058	flat08	line031	dde2/pad4/sid2	elf18	5.312255836
Bac058	flat07	line025	ein2/pad4/sid2	elf18	6.574133708
Bac058	flat07	line025	ein2/pad4/sid2	elf18	6.150887834
Bac058	flat07	line027	ein2/pad4/sid2	elf18	6.540053918
Bac058	flat07	line027	ein2/pad4/sid2	elf18	6.128611439
Bac058	flat08	line029	ein2/pad4/sid2	elf18	6.701116187
Bac058	flat08	line029	ein2/pad4/sid2	elf18	6.418059562
Bac058	flat08	line031	ein2/pad4/sid2	elf18	6.053977821
Bac058	flat08	line031	ein2/pad4/sid2	elf18	6.688706929
Bac058	flat07	line025	dde2/ein2/pad4/sid2	elf18	6.473107129
Bac058	flat07	line025	dde2/ein2/pad4/sid2	elf18	5.992872638
Bac058	flat07	line027	dde2/ein2/pad4/sid2	elf18	6.297015869
Bac058	flat07	line027	dde2/ein2/pad4/sid2	elf18	6.540053918
Bac058	flat08	line029	dde2/ein2/pad4/sid2	elf18	6.451917829
Bac058	flat08	line029	dde2/ein2/pad4/sid2	elf18	6.51261567
Bac058	flat08	line031	dde2/ein2/pad4/sid2	elf18	6.887284336
Bac058	flat08	line031	dde2/ein2/pad4/sid2	elf18	6.557428014
Bac058	flat07	line025	fls2	elf18	5.93976295
Bac058	flat07	line025	fls2	elf18	5.929039084
Bac058	flat07	line027	fls2	elf18	5.694955878
Bac058	flat07	line027	fls2	elf18	5.628009089
Bac058	flat08	line029	fls2	elf18	5.656037812
Bac058	flat08	line029	fls2	elf18	5.483326294
Bac058	flat08	line031	fls2	elf18	5.451917829
Bac058	flat08	line031	fls2	elf18	5.23006908
Bac058	flat07	line025	efr	elf18	6.025949097
Bac058	flat07	line025	efr	elf18	6.281221602
Bac058	flat07	line027	efr	elf18	6.172077133
Bac058	flat07	line027	efr	elf18	6.247797847
Bac058	flat08	line029	efr	elf18	6.628009089
Bac058	flat08	line029	efr	elf18	6.62070985
Bac058	flat08	line031	efr	elf18	6.804100348
Bac058	flat08	line031	efr	elf18	6.675932641
